tmdb_id,original_language,original_title,description,genres,year,keywords,director,actors,popularity,popularity_bins,vote_average,vote_average_bins
416477,en,The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.","Comedy,Drama,Romance",2017,"chicago,coma,immigrant,arranged marriage,comedian,pakistani,based on true story,family relationships,cultural difference,cheating husband,hospital,new york city,family,stand-up comedian,illness",Michael Showalter,"Kumail Nanjiani,Zoe Kazan,Holly Hunter",23.4,Very High,7.7,Very High
10020,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.","Romance,Family,Animation,Fantasy,Music",1991,"prince,book,castle,rose,musical,princess,animation,based on tv series,beast,belle",Gary Trousdale,"Paige O'Hara,Robby Benson,Richard White",23.4,Very High,7.5,Very High
12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","Adventure,Fantasy,Family",2010,"corruption,isolation,radio,magic,teleportation,bravery,tension,attack,werewolf",David Yates,"Daniel Radcliffe,Emma Watson,Rupert Grint",23.3,Very High,7.5,Very High
49051,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","Adventure,Fantasy,Action",2012,"riddle,elves,dwarves,orcs,middle-earth (tolkien),hobbit,mountain,wizard,journey,ring,goblin,courage,giant,tunnel,underground lake,buried treasure,climbing a tree,invisibility,ancient,gnomes",Peter Jackson,"Ian McKellen,Martin Freeman,Richard Armitage",23.3,Very High,7.0,High
98,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.","Action,Drama,Adventure",2000,"rome,gladiator,arena,senate,roman empire,emperor,slavery,battlefield,blood,ancient world,father daughter relationship,combat,mother son relationship,dream sequence,chariot,philosopher,barbarian horde,2nd century,successor",Ridley Scott,"Russell Crowe,Joaquin Phoenix,Connie Nielsen",23.2,Very High,7.9,Very High
305470,en,Power Rangers,"Saban's Power Rangers follows five ordinary teens who must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.","Action,Adventure,Science Fiction",2017,"spaceship,based on tv series,tokusatsu,superhero team,reboot,ethnic diversity",Dean Israelite,"Dacre Montgomery,Naomi Scott,RJ Cyler",23.2,Very High,6.3,Average
158015,en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.","Science Fiction,Horror,Thriller",2013,"dystopia,barricade,home invasion,constitutional convention,legalized murder,social allegory",James DeMonaco,"Lena Headey,Ethan Hawke,Max Burkholder",23.2,Very High,6.0,Average
250546,en,Annabelle,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",Horror,2014,"prequel,evil doll,killer doll,spin off,doll,demonic possession,killer toys,toy comes to life",John R. Leonetti,"Annabelle Wallis,Ward Horton,Tony Amendola",23.2,Very High,5.5,Low
36557,en,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.","Adventure,Action,Thriller",2006,"italy,poker,casino,terrorist,banker,money,free running,torture,british secret service,montenegro",Martin Campbell,"Daniel Craig,Eva Green,Mads Mikkelsen",23.1,Very High,7.3,Very High
345922,en,Fist Fight,"When one school teacher gets the other fired, he is challenged to an after-school fight.",Comedy,2017,"high school,high school teacher",Richie Keen,"Charlie Day,Ice Cube,Tracy Morgan",22.8,Very High,6.2,Average
9325,en,The Jungle Book,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.","Family,Animation,Adventure",1967,"indian lead,narration,human animal relationship,musical,feral child,jungle,talking animal,anthropomorphism,orphan,disney,animal lead,walt disney",Wolfgang Reitherman,"Bruce Reitherman,Phil Harris,Sebastian Cabot",22.8,Very High,7.1,Very High
280,en,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.","Action,Thriller,Science Fiction",1991,"cyborg,shotgun,post-apocalyptic,dystopia,moral ambiguity,mental institution,violence,fictional war,morphing,nuclear weapons,shape shifter,savior,catch phrase",James Cameron,"Arnold Schwarzenegger,Linda Hamilton,Robert Patrick",22.7,Very High,7.7,Very High
396535,ko,부산행,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…","Action,Horror,Thriller",2016,"survival,korea,zombie,train,south korea,busan", Yeon Sang-Ho,"Gong Yoo,Ma Dong-seok,Jung Yu-mi",22.7,Very High,7.7,Very High
62,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","Science Fiction,Mystery,Adventure",1968,"moon,jupiter,artificial intelligence,man vs machine,technology,super computer,human being,space travel,space mission,moon base,astronaut,evolution,monolith,space station",Stanley Kubrick,"Keir Dullea,Gary Lockwood,William Sylvester",22.5,Very High,7.9,Very High
98566,en,Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,"Science Fiction,Action,Adventure,Fantasy,Comedy",2014,"martial arts,terrorist,hero,mutation,van,turtle,vigilante,superhero,based on comic,ninja,new york city,sewer,reboot,science experiment,3d",Jonathan Liebesman,"Megan Fox,Will Arnett,William Fichtner",22.3,Very High,5.8,Average
20352,en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.","Animation,Family",2010,"adoptive father,orphanage,life's dream,rivalry,stealing,ballet,little girl,orphan,father daughter relationship,tomboy,mother son relationship,intelligent,kids,evil doctor,duringcreditsstinger,minions,supervillain,3d,despicable,cattivissimo",Pierre Coffin,"Steve Carell,Jason Segel,Russell Brand",22.3,Very High,7.1,Very High
158852,en,Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""","Adventure,Family,Mystery,Science Fiction",2015,"inventor,apocalypse,destiny,imax,dreamer,futuristic car,futuristic city",Brad Bird,"Britt Robertson,George Clooney,Raffey Cassidy",22.3,Very High,6.2,Average
